"id:ID(Movie-ID)","name","pubdate","rating",":LABEL"
"1299731","野狼 Hombre","[""1967-03-21""]","8.0","Movie"
"1292702","千钧一发 Nick of Time","[""1995-11-22""]","6.5","Movie"
"1947265","落叶 Dead Leaves","[""2004-01-17""]","8.6","Movie"
"1308819","BJ单身日记2：理性边缘 Bridget Jones: The Edge of Reason","[""2004-11-12(美国)""]","7.3","Movie"
"10746041","地狱归来 Hell and Back","[""2015-10-02(美国)""]","6.6","Movie"
"1401329","流浪者之歌 ツィゴイネルワイゼン","[""1980-04-01""]","7.7","Movie"
"1296246","天生爱情狂 Don Juan DeMarco","[""1994-10(ShowEast)"",""1995-04-07(美国)""]","8.1","Movie"
"19955871","车轮不息 Where The Trail Ends","[""""]","9.1","Movie"
"1294438","假面 Persona","[""1966-10-18""]","8.6","Movie"
"25787475","胡迪尼 Houdini","[""2014-09-02(美国)""]","8.2","Movie"
"1432778","暗杀 暗殺","[""1964-10-30(日本)""]","7.9","Movie"
"2286311","La Dialectique peut-elle casser des briques ?","[""""]","","Movie"
"1305747","公主与海盗 The Princess and the Pirate","[""1944-11-17""]","7.3","Movie"
"1863433","暗夜旅程 Journey to the End of the Night","[""2006-04-28""]","6.5","Movie"
"1305214","战俘列车 Von Ryan's Express","[""1965-06-23(美国)""]","8.2","Movie"
"1298040","倩女幽魂3：道道道 倩女幽魂Ⅲ 道道道","[""1991-07-18""]","7.3","Movie"
"1300754","人性污点 The Human Stain","[""2004-03-11""]","7.1","Movie"
"1417945","茄子：安达卢西亚之夏 茄子 アンダルシアの夏","[""2003-07-26(日本)""]","8.4","Movie"
"1292403","猎鹿人 The Deer Hunter","[""1978-12-08(美国)""]","8.4","Movie"
"1300583","我们四个 The Sum of Us","[""1994-07-28""]","7.8","Movie"
"1308836","青春舞会皇后 Confessions of a Teenage Drama Queen","[""2004-02-20(美国)""]","6.0","Movie"
"1296824","简爱 Jane Eyre","[""1943-12-24(英国)""]","7.8","Movie"
"4004731","海洋天堂","[""2010-06-18(中国大陆)""]","7.9","Movie"
"1296444","梵高与提奥 Vincent & Theo","[""1990-04-27""]","7.8","Movie"
"1308932","银色快手 Quicksilver","[""1986-02-14(美国)""]","7.6","Movie"
"1756584","光杆乐队 One Man Band","[""2005-08-06(澳大利亚)""]","8.6","Movie"
"25881888","无理之人 Irrational Man","[""2015-05-15(戛纳电影节)"",""2015-07-17(美国)""]","7.2","Movie"
"3796608","少女与死亡 Девушка и смерть","[""2012-11-15(荷兰)""]","6.7","Movie"
"26656866","天堂奇迹 Miracles From Heaven","[""2016-03-16(美国)""]","7.2","Movie"
"26299473","病毒入侵 Pandemic","[""2016-04-01(美国)""]","4.3","Movie"
"1293590","欲望号街车 A Streetcar Named Desire","[""1951-09(威尼斯电影节)"",""1951-09-18(加州首映)""]","8.3","Movie"
"26253733","突然变异 돌연변이","[""2015-09-15(多伦多电影节)"",""2015-10-22(韩国)""]","6.3","Movie"
"1293137","洛杉矶大逃亡 Escape from L.A.","[""1996-10-10""]","6.5","Movie"
"6531219","情动假日 Labor Day","[""2013-08-30(特柳赖德电影节)"",""2014-01-31(美国)""]","7.7","Movie"
"1293760","捉鬼敢死队 Ghostbusters","[""1984-06-08""]","6.7","Movie"
"7015732","玛瑞娜·阿布拉莫维奇：艺术家在场 Marina Abramović: The Artist Is Present","[""2012-01-20(圣丹斯电影节)"",""2012-02-11(柏林国际电影节)""]","8.7","Movie"
"24879206","老木逢春 Turks & Caicos","[""2014-03-20(英国)""]","6.6","Movie"
"19897413","电子云层下 Под электрическими облаками","[""2015-02(柏林国际电影节)"",""2015-06-04(俄罗斯)""]","6.9","Movie"
"25835479","一对一 일대일","[""2014-05-22(韩国)""]","5.9","Movie"
"3155405","陈查理在上海 Charlie Chan in Shanghai","[""1935-10-14""]","","Movie"
"1877942","置之死地而后生 The Death and Life of Bobby Z","[""2007-06-18""]","6.1","Movie"
"3249563","天荒地老不了情 Magnificent Obsession","[""1936-01-21""]","7.0","Movie"
"1294070","梦幻之地 Field of Dreams","[""1989-04-21""]","7.6","Movie"
"6999835","金吉尔和罗莎 Ginger & Rosa","[""2012-10-19(英国)""]","6.6","Movie"
"1448595","危险边缘 On Dangerous Ground","[""1951-12-17(美国)""]","7.3","Movie"
"1304626","广播时间 ラヂオの時間","[""1997-11-08""]","8.6","Movie"
"26279918","猎杀禁区 Preservation","[""2014-04-17(美国)""]","4.7","Movie"
"1298873","刀马旦 刀馬旦","[""1986-09-06""]","7.6","Movie"
"2135922","组织者 I Compagni","[""1963-10-25(意大利)""]","7.8","Movie"
"1293040","一见钟情 Coup de foudre","[""1983-04-06(法国)""]","7.4","Movie"
"1295727","凯撒大帝 Julius Caesar","[""1953-06-04""]","7.7","Movie"
"1293290","哭喊自由 Cry Freedom","[""1987-11-06""]","7.9","Movie"
"1757728","永保公司血泪史 The Crimson Permanent Assurance","[""1983-05(英国)""]","8.3","Movie"
"19976777","闭幕 Pardé","[""2013-02-12(柏林电影节)"",""2013-04-02(香港国际电影节)""]","6.8","Movie"
"1766042","被遗忘的孩子 All the Invisible Children","[""2005-09-15""]","8.6","Movie"
"1292214","非常嫌疑犯 The Usual Suspects","[""1995-01-25(圣丹斯电影节)"",""1995-09-15(美国)""]","8.6","Movie"
"6533054","饥饿游戏3：嘲笑鸟(上) The Hunger Games: Mockingjay - Part 1","[""2015-02-08(中国大陆)"",""2014-11-10(伦敦首映)"",""2014-11-21(美国)""]","5.8","Movie"
"2301179","牧羊犬郁金香 My Dog Tulip","[""2009-05(Cannes Film Festival)"",""2009-06-10(法国)"",""2009-11-05(American Film Market)""]","8.1","Movie"
"3231742","钢铁侠3 Iron Man 3","[""2013-05-01(中国大陆)"",""2013-04-18(伦敦首映)"",""2013-05-03(美国)""]","7.5","Movie"
"21361965","致命诡计 Absolute Deception","[""2013-07-17(美国)""]","4.5","Movie"
"1309055","哈利·波特与火焰杯 Harry Potter and the Goblet of Fire","[""2005-11-18(中国大陆)"",""2005-11-06(英国)""]","8.0","Movie"
"4072718","青少年国际音乐奖表演 The T.A.M.I. Show","[""29 December 1964""]","","Movie"
"26176503","丧尸围城：瞭望塔 Dead Rising: Watchtower","[""2015-3-27 (美国)""]","5.1","Movie"
"1477193","宝贝儿 Baby Doll","[""1956-12-18""]","7.3","Movie"
"1471968","太阳大道 Sonnenallee","[""1999-11-25""]","8.1","Movie"
"6048838","爱森斯坦在瓜纳华托 Eisenstein in Guanajuato","[""2015-02-11(柏林电影节)"",""2015-07-08(法国)""]","7.6","Movie"
"1296455","决战冰河 Iron Will","[""1994-01-14""]","8.0","Movie"
"1306785","极地特快 The Polar Express","[""2005-01-21(中国大陆)"",""2004-11-10(美国)""]","7.5","Movie"
"1941336","医院 Hospital","[""1970-02-02""]","8.4","Movie"
"26280030","弗雷斯诺 Addicted to Fresno","[""2015-03-14(美国)""]","5.6","Movie"
"1416762","三重间谍 Triple agent","[""2004-04-15""]","7.2","Movie"
"1316685","土耳其式开局 Турецкий гамбит","[""2005-02-22""]","7.2","Movie"
"1293299","日以作夜 La nuit américaine","[""1973-05-24""]","8.4","Movie"
"1302164","特警新人类2：机动任务","[""2000-12-14""]","5.9","Movie"
"10748107","囚徒 Yardbird","[""2012-05-16(澳大利亚)""]","7.0","Movie"
"1292225","闪灵 The Shining","[""1980-05-23(美国)""]","8.0","Movie"
"1295930","母亲之夜 Mother Night","[""1996-08-14""]","8.0","Movie"
"1297906","霹雳战士龙 Hardware","[""1990-09-14""]","6.4","Movie"
"1298491","山丘战魂 The Hill","[""1965-06-22""]","7.8","Movie"
"1296225","泡妞专家 The Pick-up Artist","[""1987-09-18(美国)""]","6.3","Movie"
"5327188","好景当前 The Spectacular Now","[""2013-01-18(圣丹斯电影节)"",""2013-08-02(美国)""]","6.8","Movie"
"1459373","秘密炸弹 La macchina ammazzacattivi","[""1952-05-14""]","7.1","Movie"
"1448827","梦幻银河 ユメノ銀河","[""1997-02-15(日本)""]","8.1","Movie"
"1307372","一个字头的诞生 一個字頭的誕生","[""1997-03-14(香港)""]","8.3","Movie"
"24304229","救世 The Salvation","[""2014-05-17(戛纳电影节)"",""2014-05-22(丹麦)""]","6.8","Movie"
"25802713","马钱 Cavalo Dinheiro","[""2014-08-13(洛迦诺电影节)""]","7.3","Movie"
"1303133","赤色天使 赤い天使","[""1966-10-01""]","7.8","Movie"
"1307955","辣妈辣妹 Freaky Friday","[""2003-08-04(美国)""]","7.4","Movie"
"1419856","不朽的园丁 The Constant Gardener","[""2005-11-11(英国)""]","8.0","Movie"
"1304901","勾魂游戏 The Last of Sheila","[""1973-06-14""]","7.7","Movie"
"1394825","11:14","[""2003-05-16(戛纳电影节)""]","7.6","Movie"
"2181137","僵尸城市 Paura nella città dei morti viventi","[""1980-08-11""]","6.3","Movie"
"25804293","永不屈服 Salting the Battlefield","[""2014-03-27(英国)""]","6.6","Movie"
"1394470","生化寿尸","[""1998-06-11""]","6.6","Movie"
"1300317","烈火战车2：极速传说 烈火戰車2極速傳說","[""1999-12-18""]","6.5","Movie"
"1422189","无足轻重 Insignificance","[""1985-08-02""]","6.9","Movie"
"3095502","亚马逊萌猴奇遇记 Amazonia","[""2015-09-04(中国大陆)"",""2013-11-27(法国)""]","7.6","Movie"
"3811342","Laughing Gor之变节 Laughing Gor之變節","[""2009-08-13""]","6.5","Movie"
"1962115","蹩脚英语 Broken English","[""2007-06-22""]","7.2","Movie"
"11541282","魔力麦克2 Magic Mike XXL","[""2015-07-01(美国)""]","5.7","Movie"
"1302911","沙漠中的西蒙 Simón del desierto","[""1965""]","7.9","Movie"
"1785489","布拉格的大学生 Der Student von Prag","[""1913-08-22""]","7.3","Movie"
"1964087","百老汇旋律1940' Broadway Melody of 1940","[""1940-02-09""]","8.1","Movie"
"26772763","黄阿丽：小眼镜蛇 Ali Wong: Baby Cobra","[""2016-05-06""]","8.7","Movie"
"2344297","西班牙园丁 The Spanish Gardener","[""1957-01-28""]","","Movie"
"1468030","爱在歇斯底里时 Sólo con tu pareja","[""1991-09-09""]","7.2","Movie"
"2131969","我从未承诺给你一座玫瑰花园 I Never Promised You a Rose Garden","[""1977-07-14""]","","Movie"
"3013580","意外","[""2009-09-24(香港)""]","7.2","Movie"
"1300957","小丑之夜 Gycklarnas afton","[""1953-09-14""]","8.0","Movie"
"3321409","别让我走 Never Let Me Go","[""2010-09-03(特柳赖德电影节)"",""2010-09-15(美国)"",""2011-02-11(英国)""]","7.7","Movie"
"4301043","传染病 Contagion","[""2011-09-03(威尼斯电影节)"",""2011-09-09(美国)""]","6.4","Movie"
"3239906","第44条军规 Catch .44","[""2011-12-09""]","4.5","Movie"
"1303010","蒙娜丽莎的微笑 Mona Lisa Smile","[""2004-02-12(中国大陆)"",""2003-12-19(美国)""]","7.7","Movie"
"1771061","不再沉默 Speak","[""2005-05-01(美国)""]","7.7","Movie"
"1958275","女巨人复仇记 Attack of the 50 Foot Woman","[""1958-05-19""]","5.5","Movie"
"3931898","冰人 The Iceman","[""2012-08-30(威尼斯电影节)"",""2013-05-03(美国)""]","6.4","Movie"
"1294651","艳窟啼痕 Kid Galahad","[""1937-05-29""]","7.3","Movie"
"20386979","救生员 The Lifeguard","[""2013-08-30(美国)"",""2013-01-19(圣丹斯电影节)""]","6.1","Movie"
"1429059","雕刻时光 Tempo di viaggio","[""1983""]","8.1","Movie"
"10746436","秘鲁大冒险 Las aventuras de Tadeo Jones","[""2012-09-14(中国大陆)"",""2012-08-31(西班牙)""]","6.5","Movie"
"1416877","其实在天堂 Så som i himmelen","[""2004-09-03(瑞典)""]","8.1","Movie"
"4307492","人与神 Des hommes et des dieux","[""2010-09-08(法国)""]","7.8","Movie"
"1302597","三十九级台阶 The Thirty Nine Steps","[""1978-11""]","7.8","Movie"
"1867800","灵与肉 Flesh and the Devil","[""1926-12-25""]","7.9","Movie"
"1294471","真爱赤子情 Digging to China","[""1997-07(Giffoni电影节)"",""1998-09-11(美国)""]","8.1","Movie"
"20254363","求爱双城记 2 States","[""2014-04-18(印度)""]","7.2","Movie"
"1300055","全金属外壳 Full Metal Jacket","[""1987-06-17""]","8.5","Movie"
"2997817","街头霸王香蕉大电影 Bananaz","[""2008-02-09""]","8.9","Movie"
"25792608","野鸡杀手 Fasandræberne","[""2014-10-02(丹麦)""]","6.7","Movie"
"24857754","吉屋出租：百老汇剧场版 Rent: Filmed Live on Broadway","[""2008-09-24""]","9.1","Movie"
"2977766","你的老鼠朋友 Your Friend the Rat","[""2007-11-06""]","8.2","Movie"
"1979147","孤独之岛 Остров","[""2006-11-23""]","7.9","Movie"
"1308461","达摩为何东渡？ 달마가 동쪽으로 간 까닭은?","[""1989-09-23(韩国)""]","8.0","Movie"
"24859795","大力神 The Legend of Hercules","[""2014-04-11(中国大陆)"",""2014-01-10(美国)""]","4.8","Movie"
"2134299","我叫埃丝特·布鲁伯格 Hey Hey It's Esther Blueburger","[""2008-05-20""]","7.6","Movie"
"1303391","魔鸟 The Raven","[""1963-01-25""]","6.5","Movie"
"22715021","僵尸 殭屍","[""2013-10-24(香港)""]","7.7","Movie"
"1301374","少女情怀总是诗 Bilitis","[""1977-03-16""]","7.0","Movie"
"1294085","再续前世情 Dead Again","[""1992-03-19""]","7.5","Movie"
"10735399","弗鲁特韦尔车站 Fruitvale Station","[""2013-01-19(圣丹斯电影节)"",""2013-05-16(戛纳电影节)"",""2013-07-12(美国)""]","7.4","Movie"
"2997134","创：战纪 TRON: Legacy","[""2011-01-10(中国大陆)"",""2010-12-17(美国)""]","6.4","Movie"
"3557490","科里奥兰纳斯 Coriolanus","[""2012-01-20(美国)""]","6.9","Movie"
"6780857","死色 Livide","[""2011-12-07(法国)""]","6.0","Movie"
"1295187","谜中谜 Charade","[""1963-12-05""]","7.9","Movie"
"2346313","猎兔季节 Rabbit Seasoning","[""1952-09-20""]","8.8","Movie"
"1305218","恋舞 Dancers","[""1987-10-09""]","7.9","Movie"
"1470619","荒凉山庄 Bleak House","[""2005-10-27(美国)""]","8.5","Movie"
"1428053","芳心谋杀案 Lonely Hearts","[""2006-10-21""]","6.8","Movie"
"2210391","哈维的最后机会 Last Chance Harvey","[""2008-12-25""]","7.4","Movie"
"1299879","蜘蛛女之吻 Kiss of the Spider Woman","[""1985-07-26""]","8.1","Movie"
"1506869","一屋之主 Du skal ære din hustru","[""1926-11-15""]","7.0","Movie"
"1401592","马丁·斯科塞斯的美国电影之旅 A Personal Journey with Martin Scorsese Through American Movies","[""1995-05-21""]","9.0","Movie"
"1423035","感染","[""2004-10-02""]","6.9","Movie"
"6384552","无尽世界 World Without End","[""2012-09-04(加拿大)"",""2012-10-17(美国)""]","6.5","Movie"
"1295524","三小福闯金关 The Apple Dumpling Gang","[""1975-07-01""]","","Movie"
"3016975","雨之牙 レイン・フォール／雨の牙","[""2009-04-16(东京首映)"",""2009-04-25(日本)""]","5.2","Movie"
"1844594","铁面人 The Man in the Iron Mask","[""1977-01-17""]","7.7","Movie"
"1480993","圣彼得堡的末日 Конец Санкт-Петербурга","[""1927-12-13""]","7.5","Movie"
"2133469","摩登生活 La vie moderne","[""2008-05-18""]","7.7","Movie"
"1293750","斯大林格勒战役 Stalingrad","[""1993-01-21(德国)""]","8.1","Movie"
"1982084","密会 Interview","[""2007-05-10""]","7.5","Movie"
"1295296","最后的诱惑 The Last Seduction","[""1994-05-26""]","7.1","Movie"
"1297313","生活是甜蜜的 Life Is Sweet","[""1990-11-15(伦敦电影节)""]","7.5","Movie"
"1479817","金牌制作人 The Producers","[""2005-12-25""]","7.0","Movie"
"3214177","死者来信 Письма мёртвого человека","[""1987-02-13""]","7.7","Movie"
"1303928","海盗夺金冠 Pirates","[""1986-05-08""]","6.4","Movie"
"2968611","口是心非 Duplicity","[""2009-03-20""]","6.3","Movie"
"1306548","趣味游戏 Funny Games","[""1997-05-14""]","7.4","Movie"
"1308769","异形大战铁血战士 AVP: Alien vs. Predator","[""2004-08-13(美国)""]","6.7","Movie"
"1303254","最爱你 All the Real Girls","[""2003-02-14""]","7.0","Movie"
"1300065","何日卿再来 The Sterile Cuckoo","[""1969-10-22""]","","Movie"
"1307439","奥黛丽·赫本的故事 The Audrey Hepburn Story","[""2001-02-20""]","6.7","Movie"
"25931635","总统之路 All the Way","[""2016-05-21(美国)""]","7.2","Movie"
"1296557","投奔怒海","[""1982-10-13""]","8.4","Movie"
"3552817","龙珠Z剧场版6：激突！100亿能量的战士们 ドラゴンボールZ 激突!!100億パワーの戦士たち","[""1992-03-07""]","7.5","Movie"
"26340123","不死之身 He Never Died","[""2015-03-17(西南偏南电影节)"",""2015-12-18(美国)""]","5.2","Movie"
"1295984","痞子大逃亡 Truth or Consequences, N.M.","[""1997-05-02(美国)""]","6.2","Movie"
"1293347","青楼情孽 Moulin Rouge","[""1953-02-10""]","7.8","Movie"
"1301152","大班 Tai-Pan","[""1986-11-07""]","5.4","Movie"
"2996114","冰冻之河 Frozen River","[""2008-08-01""]","7.6","Movie"
"1308401","非常线之女 非常線の女","[""1933-04-27""]","7.0","Movie"
"2033549","无易汝夫 Don't Change Your Husband","[""1919-01-26""]","","Movie"
"2378093","布鲁托的审判日 Pluto's Judgement Day","[""1935-08-31""]","8.1","Movie"
"3112590","座头市恣意的风筝 座頭市あばれ凧","[""1964-07-11""]","7.4","Movie"
"1850640","遥远 Loin","[""2001-12-12""]","7.2","Movie"
"3195432","希林公主 شیرین","[""2008-08-28""]","7.5","Movie"
"1864491","隐形人 The Invisible","[""2007-04-27""]","6.5","Movie"
"2127788","不请自来 The Uninvited","[""2009-01-30""]","6.7","Movie"
"1296684","小熊维尼历险记 The Many Adventures of Winnie the Pooh","[""1977-07-16""]","8.1","Movie"
"3278804","圣诞颂歌 A Christmas Carol","[""1938-12-16""]","7.9","Movie"
"2971681","棺材200 Груз 200","[""2007-06-14""]","7.3","Movie"
"1419052","万家灯火","[""1948-07""]","8.2","Movie"
"1417555","冬荫功 ต้มยำกุ้ง","[""2005-08-11""]","7.2","Movie"
"25828521","今天的恋爱 오늘의 연애","[""2015-01-14(韩国)""]","5.8","Movie"
"1293508","疯狂世界 It's a Mad Mad Mad Mad World","[""1964-01-23""]","7.5","Movie"
"6109756","奥斯陆，8月31日 Oslo, 31. august","[""2011-08-31(挪威)""]","7.4","Movie"
"3011980","兽餐3 Feast III: The Happy Finish","[""2009-02-17""]","5.9","Movie"
"2134835","无名街道 The Street with No Name","[""1948-07-14""]","7.4","Movie"
"1302912","儿子的大玩偶 兒子的大玩偶","[""1983-09-02(台湾)""]","8.1","Movie"
"3530752","达格纳姆制造 Made in Dagenham","[""2010-09-20(英国)""]","8.1","Movie"